"f1" "f2" "label"
"1" -0.119576054324618 2.47387455450528 1
"2" 1.58049151534322 3.37176154959836 1
"3" -1.45861857082397 1.5108512980855 1
"4" -0.782686656340554 1.78459484435669 1
"5" -4.46684657239077 0.0736379953044279 1
"6" -1.52891736562709 1.80539013966154 1
"7" -0.530433683599446 2.08236025227189 1
"8" 0.798533346297874 2.92744712528656 1
"9" 0.259872639768546 2.9265486534564 1
"10" -0.412063660549601 2.59707993780913 1
"11" 1.54803571879047 3.4258613776025 1
"12" 1.86444314515042 3.33902809099159 1
"13" 0.770349573150582 2.90316154353746 1
"14" -2.29533266058686 1.14105564015925 1
"15" -1.80069061095966 1.35448888735225 1
"16" -1.46200150872067 1.54877429354364 1
"17" -0.0159474549705918 2.34125615169035 1
"18" -1.49979524441155 1.87808976510605 1
"19" -2.46810794112196 1.22894384116277 1
"20" -0.650775525958201 2.08513136457596 1
"21" -0.640879122298047 2.0214157852881 1
"22" -4.04478864090322 0.346460768566798 1
"23" -1.29253333995785 1.86550549375274 1
"24" 1.37266835413444 3.42609024748216 1
"25" 0.0165353903417847 2.74428663026922 1
"26" -0.186092034776678 2.60179819436886 1
"27" 0.0113058535929636 2.2419525413074 1
"28" -0.59630005360663 2.17317262209019 1
"29" 2.84780578915241 4.06730638793974 1
"30" -0.933771150859161 1.9065113304037 1
"31" 0.279351741865396 2.83339210508543 1
"32" 0.364124559227954 2.56725059883031 1
"33" 0.511320433933204 2.91722864851505 1
"34" 0.534613805081475 2.65141880030182 1
"35" -0.310968008191833 2.20809156571185 1
"36" 2.25757112461545 3.74411417321542 1
"37" 0.235007880371749 2.61679764730972 1
"38" 1.52791180093607 3.01006681195251 1
"39" -1.24342698908605 1.66050384059815 1
"40" 0.401537848836042 2.66736671875272 1
"41" -0.608337151330649 2.23612713692317 1
"42" -0.100006700433277 2.35207898672918 1
"43" 0.354313957094756 2.74599431280478 1
"44" -1.29849012144028 2.19528091150521 1
"45" -2.00684053945273 1.47218203943501 1
"46" 2.28877840846309 3.77696760014496 1
"47" -0.560932819371616 2.18311225651031 1
"48" 1.28379478777803 3.42764377272424 1
"49" 0.570028650907138 2.84014632713739 1
"50" -0.509576661434319 2.09076944059264 1
"51" -2.73578056146778 0.81503684217958 1
"52" -0.540894495860016 2.17093154306147 1
"53" 3.52610256014952 4.37238788966256 1
"54" -4.17781223224156 0.266247520304263 1
"55" -0.038502816148872 2.29549618003584 1
"56" 0.472513776901082 2.99707182709174 1
"57" -1.04717861885186 1.6914108559469 1
"58" -2.69147893456743 0.948375036232578 1
"59" -0.019513162422824 2.65926860969664 1
"60" -2.28219789059662 0.852415156256224 1
"61" -0.608469118758146 2.1410282292498 1
"62" 1.87735075884197 3.38497560257768 1
"63" 0.460314922358105 3.06508528382075 1
"64" 0.0892760267158757 2.68022091592994 1
"65" -1.41384580853377 1.47759560271883 1
"66" -1.09743740671486 1.77856297709566 1
"67" 0.641863254531424 2.45682355564222 1
"68" -0.115792258657822 2.38076025067851 1
"69" 0.0125690056518128 2.69205201949971 1
"70" -0.10904625965869 2.60531323149398 1
"71" 0.509055787692231 2.54891677579247 1
"72" -1.20816427336474 2.09561057021851 1
"73" -2.01283172223407 1.23504814889503 1
"74" 0.499348036532498 2.95645243307075 1
"75" -1.43790165744904 1.79795256142315 1
"76" 2.69169841956712 4.11938472645253 1
"77" -1.80714366946724 1.48707510784942 1
"78" -0.369741664309919 2.27933300618915 1
"79" 1.4119871905806 3.71627869188561 1
"80" -1.46398114542624 1.51516275107136 1
"81" 2.22280361246474 3.76263015119627 1
"82" 0.61640105713661 2.95072203557138 1
"83" -0.990175333251611 2.09112724479151 1
"84" -0.0186806964219106 2.52108637768944 1
"85" -2.69308966546748 0.816596270351239 1
"86" 1.10324952112577 3.31684478376749 1
"87" -0.00157043859556115 2.24024091050041 1
"88" 1.81170591189856 3.69033564338321 1
"89" 3.1656732543453 4.51123357615744 1
"90" -0.800427191469218 2.06374895551229 1
"91" 1.13894672468426 3.21859643317229 1
"92" 2.88341973825576 4.07674804749561 1
"93" -0.394909086786471 2.80962581015658 1
"94" -1.68424038847951 1.66985169732601 1
"95" 0.7650035734798 3.02552020412742 1
"96" -3.85877013119054 0.360983606526336 1
"97" 0.273679566578148 2.63520966280083 1
"98" -1.40058952588537 1.67669936679122 1
"99" -0.408920236917035 2.43971206877471 1
"100" -3.2058516179196 0.944249810881224 1
"101" -2.00972656477149 -1.32198049201909 2
