"f1" "f2"
"1" -0.119576054324618 2.47387455450528
"2" 1.58049151534322 3.37176154959836
"3" -1.45861857082397 1.5108512980855
"4" -0.782686656340554 1.78459484435669
"5" -4.46684657239077 0.0736379953044279
"6" -1.52891736562709 1.80539013966154
"7" -0.530433683599446 2.08236025227189
"8" 0.798533346297874 2.92744712528656
"9" 0.259872639768546 2.9265486534564
"10" -0.412063660549601 2.59707993780913
"11" 1.54803571879047 3.4258613776025
"12" 1.86444314515042 3.33902809099159
"13" 0.770349573150582 2.90316154353746
"14" -2.29533266058686 1.14105564015925
"15" -1.80069061095966 1.35448888735225
"16" -1.46200150872067 1.54877429354364
"17" -0.0159474549705918 2.34125615169035
"18" -1.49979524441155 1.87808976510605
"19" -2.46810794112196 1.22894384116277
"20" -0.650775525958201 2.08513136457596
"21" -0.640879122298047 2.0214157852881
"22" -4.04478864090322 0.346460768566798
"23" -1.29253333995785 1.86550549375274
"24" 1.37266835413444 3.42609024748216
"25" 0.0165353903417847 2.74428663026922
"26" -0.186092034776678 2.60179819436886
"27" 0.0113058535929636 2.2419525413074
"28" -0.59630005360663 2.17317262209019
"29" 2.84780578915241 4.06730638793974
"30" -0.933771150859161 1.9065113304037
"31" 0.279351741865396 2.83339210508543
"32" 0.364124559227954 2.56725059883031
"33" 0.511320433933204 2.91722864851505
"34" 0.534613805081475 2.65141880030182
"35" -0.310968008191833 2.20809156571185
"36" 2.25757112461545 3.74411417321542
"37" 0.235007880371749 2.61679764730972
"38" 1.52791180093607 3.01006681195251
"39" -1.24342698908605 1.66050384059815
"40" 0.401537848836042 2.66736671875272
"41" -0.608337151330649 2.23612713692317
"42" -0.100006700433277 2.35207898672918
"43" 0.354313957094756 2.74599431280478
"44" -1.29849012144028 2.19528091150521
"45" -2.00684053945273 1.47218203943501
"46" 2.28877840846309 3.77696760014496
"47" -0.560932819371616 2.18311225651031
"48" 1.28379478777803 3.42764377272424
"49" 0.570028650907138 2.84014632713739
"50" -0.509576661434319 2.09076944059264
"51" -2.73578056146778 0.81503684217958
"52" -0.540894495860016 2.17093154306147
"53" 3.52610256014952 4.37238788966256
"54" -4.17781223224156 0.266247520304263
"55" -0.038502816148872 2.29549618003584
"56" 0.472513776901082 2.99707182709174
"57" -1.04717861885186 1.6914108559469
"58" -2.69147893456743 0.948375036232578
"59" -0.019513162422824 2.65926860969664
"60" -2.28219789059662 0.852415156256224
"61" -0.608469118758146 2.1410282292498
"62" 1.87735075884197 3.38497560257768
"63" 0.460314922358105 3.06508528382075
"64" 0.0892760267158757 2.68022091592994
"65" -1.41384580853377 1.47759560271883
"66" -1.09743740671486 1.77856297709566
"67" 0.641863254531424 2.45682355564222
"68" -0.115792258657822 2.38076025067851
"69" 0.0125690056518128 2.69205201949971
"70" -0.10904625965869 2.60531323149398
"71" 0.509055787692231 2.54891677579247
"72" -1.20816427336474 2.09561057021851
"73" -2.01283172223407 1.23504814889503
"74" 0.499348036532498 2.95645243307075
"75" -1.43790165744904 1.79795256142315
"76" 2.69169841956712 4.11938472645253
"77" -1.80714366946724 1.48707510784942
"78" -0.369741664309919 2.27933300618915
"79" 1.4119871905806 3.71627869188561
"80" -1.46398114542624 1.51516275107136
"81" 2.22280361246474 3.76263015119627
"82" 0.61640105713661 2.95072203557138
"83" -0.990175333251611 2.09112724479151
"84" -0.0186806964219106 2.52108637768944
"85" -2.69308966546748 0.816596270351239
"86" 1.10324952112577 3.31684478376749
