"f1" "f2" "label"
"1" 1.0644549521192 -4.43827730466693 1
"2" -5.97717192636723 -1.72404598301072 1
"3" 5.49383120773899 -0.010098926758611 1
"4" 3.10789092111353 3.80048410809107 1
"5" -0.0876831762115669 -3.86420598864738 1
"6" -2.87632392329855 -3.26028919584858 1
"7" 2.01277305833736 -2.76870084975165 1
"8" -3.69903688018536 -2.86513484279505 1
"9" 5.17526144719498 1.92177056928081 1
"10" 0.573991449531593 -4.51527601047606 1
"11" 4.29422713058126 0.193255558083021 1
"12" 3.1171206602013 -2.64403445041156 1
"13" 3.05644844743962 2.59831454878267 1
"14" -3.19672960624649 -2.09061975341134 1
"15" 0.781649252898486 -5.2581866125061 1
"16" -0.17756075190647 -3.99644369317282 1
"17" -4.09153642872288 -3.7618931602108 1
"18" 3.28842469061683 5.549082375482 1
"19" -4.94437061913587 -2.23892320763246 1
"20" 4.66857609908993 -5.96693111915852 1
"21" -1.92990815516566 -5.73574258780499 1
"22" -0.821221175986149 -4.4190987663027 1
"23" -3.40001911165633 -4.09382502795823 1
"24" 3.54535164028308 4.63325638653412 1
"25" 3.81577947891439 -1.48969701176263 1
"26" 1.35171753618 -4.24679135564172 1
"27" -4.47779359985999 -2.9788592210982 1
"28" -1.40146288865004 -5.86127348394384 1
"29" -2.92128718716554 -1.73533984507811 1
"30" 4.08092829201698 -4.34323808397885 1
"31" 1.94446755372723 -6.02526080413053 1
"32" -1.79111589395785 -3.66955613336944 1
"33" 0.426772656769057 4.41795895494048 1
"34" -2.68893976181939 -4.302403527592 1
"35" 4.9306543551657 -1.55969125950507 1
"36" 2.17748146749597 3.5923736836162 1
"37" -0.205812848042244 -6.26614546334209 1
"38" 5.08690133225143 0.944221074389894 1
"39" 5.12331898291184 2.51268975785762 1
"40" 2.22459525830058 -5.28999897416548 1
"41" 5.5213998429196 1.32916467257256 1
"42" 4.30350565469852 -1.97619697973152 1
"43" 3.51064816900346 -2.15409286258415 1
"44" 4.30245026145835 -3.53354546860868 1
"45" 4.90286635316615 0.149510849187487 1
"46" 2.68518010399826 -4.80658102324285 1
"47" 3.54180627025997 3.72239808705442 1
"48" 4.03542673100637 2.62220366890013 1
"49" 6.43465405576669 4.51790962120662 1
"50" 4.35670266415089 -1.60885143776012 1
"51" 0.570719573432396 -3.55686288995928 1
"52" 5.79474273343154 2.7317395586919 1
"53" -1.34706231291687 -7.014125531974 1
"54" 0.0344362716866169 -5.17449975060831 1
"55" -2.55616742031939 -5.07019152626513 1
"56" -1.93489237412278 -4.2252119469305 1
"57" 6.36394532129487 -0.720020203832729 1
"58" 3.35881236664336 0.0951227772091018 1
"59" 5.22550381803291 -3.24330171136179 1
"60" 5.75313405955348 -0.251211089537296 1
"61" -3.02350872310077 -4.46303535908623 1
"62" -2.22456516077063 -5.82769742160212 1
"63" 2.96214432364106 -4.17454616206858 1
"64" 5.24338242398497 0.203705606776567 1
"65" 1.58199435044862 -6.26447349598936 1
"66" 5.92142340208617 1.23180144759316 1
"67" 3.72723720462884 -3.09153572762066 1
"68" 4.5968819369797 -1.43801233715613 1
"69" 3.69483551182392 -3.0365507702672 1
"70" -4.43428777494553 -1.48662822587351 1
"71" 0.060558891856308 -3.57711636655861 1
"72" -5.145853196077 -2.99129718103352 1
"73" 5.30859896914042 0.402012295791921 1
"74" 3.40598090549695 -4.00392733025775 1
"75" 4.19310652519716 5.52483062507054 1
"76" -2.45298758393604 -3.57212376038233 1
"77" 1.87819348562839 -4.75994599593167 1
"78" -2.84027563909141 -4.67438437378436 1
"79" -6.86835470414838 -3.64461780171087 1
