"f1" "f2"
"1" -0.196700647440765 -0.0329043547518412
"2" 0.0308526253577149 -0.0263808868446275
"3" -0.107315005705047 -0.118345370294234
"4" -0.14762901974047 -0.0769671883445171
"5" -0.0846382564653364 -0.0863976154505539
"6" -0.0847927485240394 -0.153426056290579
"7" 0.118555740389395 0.0708900533442418
"8" -0.0246679661712763 -0.186992632863132
"9" 0.0481973554693577 0.0629383574629071
"10" -0.0625326446337393 0.000590624313563341
"11" -0.0884163310856698 -0.0722146260273041
"12" -0.0385971520068949 0.0706267410716498
"13" 0.12630442526222 0.130498082445071
"14" 0.179254572043743 -0.0572733151378611
"15" -0.0427875856150396 -0.0056850544244092
"16" 0.0672997302800522 0.0955519453973768
"17" 0.0261757968982315 -0.0505106573305395
"18" -0.0473079263411166 -0.0883312383484085
"19" 0.107261220081898 0.0714058193540511
"20" 0.0463343752306239 -0.0229325654352397
"21" 0.078787892081417 0.0291305323797232
"22" -0.126948804059635 0.127485470379669
"23" -0.0149459906387554 0.166402104348315
"24" -0.00115360279933451 0.065347005523757
"25" 0.188124461056871 0.0617066587472985
"26" -0.0938946502947059 -0.0736510204982045
"27" -0.133180375335437 0.0127549865463406
"28" 0.0218647609451469 0.266810538126816
"29" -0.122945012870617 -0.192044326372838
"30" 0.0357756655382682 0.0631129650653336
"31" 0.173545997064572 0.019641736325621
"32" 0.0143397325979565 -0.00609420039425963
"33" 0.172098378285459 -0.0528452629470718
"34" -0.156339532945741 -0.022117228272433
"35" 0.0590640651432085 0.00523880044342495
"36" -0.0496148094419257 -0.0987325291597259
"37" -0.105125175472817 -0.0208409172308426
"38" -0.0211656511208299 0.15453203320876
"39" 0.0110680015408773 0.0283752402321406
"40" -0.0155747792598542 0.00807355402076379
"41" 0.0254997410046381 -0.00575262960204517
"42" -0.0213769447798993 0.0992192860275039
"43" -0.032065902630043 -0.0366046395913069
"44" 0.144010572396255 0.0301482874671882
"45" 0.00444238125250069 0.0231339440050639
"46" -0.179204145009866 0.0906930614039225
"47" 0.0211631155314408 -0.103046038288798
"48" 0.0779499428977773 0.147359439913238
"49" -0.0136221842168031 0.0659947211295455
"50" 0.0661559955778294 0.147043121406769
"51" 1.17036053960184 1.1045746168295
"52" 1.03762816399092 1.08237754955908
"53" 0.944495206749632 0.865432340364733
"54" 1.03023072637842 1.06132027693506
"55" 0.984852955436192 1.11927775859157
"56" 0.973437590369356 1.00113810961553
"57" 1.12464293881741 1.02667266396153
"58" 0.867917369695402 0.984095335265037
"59" 1.00545841109482 0.943478879750041
"60" 1.03017010414236 1.07189276077139
"61" 0.938116898680048 0.865694562817421
"62" 1.06074165708659 0.860873672292737
"63" 1.07070493315199 0.886755021459942
"64" 0.93970744231039 0.967239007453041
"65" 0.870696359964783 0.853741173441625
"66" 1.12657871716582 0.976770766022789
"67" 1.00715514812898 1.12192784192885
"68" 1.086263486012 1.10048263052186
"69" 1.21791096385836 0.803454466290931
"70" 1.03078373746887 1.21504277491783
"71" 1.14069099854816 0.814228916230538
"72" 1.07227430866054 0.900016529672467
"73" 0.914481728745094 1.04998084747004
"74" 0.975782030003485 0.840124881004932
"75" 0.962436365883446 1.0576805919197
"76" 1.03609092571473 1.14503332340492
"77" 1.00228981098859 1.05471035005916
"78" 1.00271709438492 0.956860967157502
"79" 0.974522783569218 0.816368264180793
"80" 1.03175976523391 1.15088889407299
"81" 0.912297796356518 0.974556060809625
"82" 1.1027378576717 1.13489481799225
"83" 1.02698436367394 1.04583447466298
"84" 0.802933349161539 1.03837203767831
"85" 1.03173583962687 1.06450873875887
"86" 0.850668985467389 0.917270477131876
"87" 1.09311527438126 0.848988829202849
"88" 1.22458858991443 0.986756261051646
"89" 0.884847701845661 1.01671517459271
"90" 0.970818579140475 1.12067836816175
"91" 1.1100659452951 1.0287352211246
"92" 1.10543473701656 0.988079970617048
"93" 1.05189464977606 0.877570292274303
"94" 1.09923780828085 0.933178312105188
"95" 1.04619007710443 1.0493803143308
"96" 1.05979219929826 0.909991504831606
"97" 1.10263040105973 0.974798908016959
"98" 0.966663629979545 1.04542489571375
"99" 1.11728436625265 0.994016986231228
"100" 0.864703161920819 1.01423151550635
"101" 1.98743307279872 2.02642801687526
"102" 1.89820482006084 1.97794370030333
"103" 2.13805596295126 2.10617255579133
"104" 2.09762219673846 1.97275620246717
"105" 2.03855441057902 1.89281722172899
"106" 1.94605266664175 2.0204597999406
"107" 2.16945319236509 1.84553578377819
"108" 2.06429096789974 2.02806784820652
"109" 1.92980733562041 2.04737757215296
"110" 1.97301030519536 2.0490302490183
"111" 1.98826210042478 2.06145453031598
"112" 1.92202509239485 2.21891300002205
"113" 1.97083787605506 2.11291672955092
"114" 1.96811592697102 1.97767207323843
"115" 1.97531891706129 1.90470933541801
"116" 2.10407552809138 2.05326400745989
"117" 1.86569125475975 1.98210960040905
"118" 2.12625170518761 2.17282085647671
"119" 1.96024425744689 2.0359863951774
"120" 2.11758482157175 1.897823579759
"121" 1.87397812301929 2.01024538997367
"122" 1.97053728228504 2.01458040346814
"123" 2.03316365490231 2.05681768689923
"124" 1.85502832987215 1.92638995694721
"125" 1.97139139307923 2.01365285575696
"126" 1.98180986055447 2.08269978828084
"127" 2.0744322081474 1.97810428343895
"128" 1.9084967290807 1.92733357414111
"129" 2.23558946923544 2.00753251735375
"130" 1.97847113335758 1.99202640748976
"131" 2.11087953494789 2.12049850577739
"132" 2.00817446827591 2.04592420179061
"133" 2.00764062128466 1.9421176267427
"134" 1.99836392709965 2.02641654750567
"135" 1.97020874338521 1.92583544755847
"136" 2.09140659186991 1.96009475290325
"137" 2.11386906947311 1.88075207489264
"138" 2.00974392859217 1.891871470694
"139" 1.95204730026894 1.89338204428998
"140" 2.10699844677143 1.9824863089589
"141" 2.05186536111216 1.96351665389963
"142" 1.97751921711507 1.6724140756216
"143" 2.06880688790239 2.09378399553938
"144" 1.95681746997458 1.91510724966432
"145" 2.19751449380843 1.9713819900511
"146" 2.22057701880662 2.24470048997889
"147" 1.81784911751631 2.09007563365897
"148" 2.02453520585638 2.10883143099948
"149" 1.92972295319473 2.12356841637791
"150" 2.06622568189766 1.86878632165378
