"f1" "f2"
"1" 3.04693831198663 7.10184117886247
"2" 2.90964330573822 6.84195975006968
"3" 3.00358796387295 6.99213380806405
"4" 2.93724687800332 6.93183431399976
"5" 3.05353979542491 6.8975446942571
"6" 3.05528835174238 6.87656465220157
"7" 2.97963095204326 7.02888070187303
"8" 2.79456753194434 6.95706969954481
"9" 3.01325607314173 7.00558011901765
"10" 3.1592940703766 6.96321264332594
"11" 2.95350266328289 8.15532425685153
"12" 3.0370960583849 8.07078938846325
"13" 3.07282829315515 8.19573847551475
"14" 3.21121601697715 8.05045423535922
"15" 2.86427022569032 8.18645290204853
"16" 2.89773898556658 7.9660188222585
"17" 3.10378341987188 7.88602205976868
"18" 2.96102004515232 7.97888765166197
"19" 2.86187343759802 8.11902449362512
"20" 3.03155426327724 7.88837912422144
"21" 4.06352741347471 6.93687203432749
"22" 3.93985878737303 6.76747888711162
"23" 4.05511847118249 6.8768363466675
"24" 3.89001595452892 7.10556483879025
"25" 4.00859905932937 6.9886776010631
"26" 3.79954366784092 7.0379223622685
"27" 3.95069120823403 7.09441997267473
"28" 4.04620480117992 6.78795733117758
"29" 3.96789953078187 6.93553210844581
"30" 4.12365556516019 6.92956982715664
"31" 3.89818627836009 8.04801358228426
"32" 3.98179181315886 8.06681550344336
"33" 4.15210132390056 7.99216788037266
"34" 3.99615612361133 8.08891726184126
"35" 4.12274479890097 8.23092874859524
"36" 3.93037951999671 8.05246386797711
"37" 4.0007524486523 7.99882126760487
"38" 3.92171069556217 8.09131408177614
"39" 4.05869385592144 8.00559406788884
"40" 3.97487926254311 7.8892930105174
"41" 7.04854977073128 7.09901148720495
"42" 6.99949949262445 7.02188991208812
"43" 6.97237821406452 7.02616624601614
"44" 7.12764524736744 7.12134444949753
"45" 7.18634006131845 6.97253330135432
"46" 6.94774406983636 6.98668655491865
"47" 7.01034244469373 6.87294997962916
"48" 6.91923508691028 6.83363935471702
"49" 7.06804385837489 6.92964457384632
"50" 6.76354101520584 7.02808804885233
"51" 6.94587906700838 7.89710249004562
"52" 6.86664692702636 8.02430947002246
"53" 7.10726862678901 7.87434098921662
"54" 6.92879145475056 7.96528168102665
"55" 6.99887144387693 7.90586278065717
"56" 6.99991829708043 7.88254397186976
"57" 6.97505637153046 7.89788583130642
"58" 7.03965753187116 7.95983332654032
"59" 6.97359866450778 8.01736656685623
"60" 6.83359891230694 7.98838815066495
"61" 8.10641191489863 6.99868233281265
"62" 7.97546137032483 6.9419735997858
"63" 7.84824608689104 7.21363084228053
"64" 8.0009734159126 6.97423828843465
"65" 8.0071372864856 6.85904715106308
"66" 8.03165358137685 7.17701008928516
"67" 8.04998256677965 7.03255459847607
"68" 8.12780841467141 6.88809604246187
"69" 7.94521838530788 7.06203501394455
"70" 8.02608083988791 7.12697818471898
"71" 7.91039574935781 8.01068140759346
"72" 8.01351754447584 8.1848216218019
"73" 7.98609599899596 7.97248943245612
"74" 7.88366047061627 8.22125540789897
"75" 8.11837195399369 8.15085257560962
"76" 7.99845703382167 7.80549214000807
"77" 8.05362186947186 7.83194572224774
"78" 7.92835713762741 7.94264658658941
"79" 7.93444406104961 7.98141834726323
"80" 8.03143627633107 8.00089341156766
"81" 4.02944108163926 2.96001144222846
"82" 3.86638181420622 3.06899973754643
"83" 4.0714324551819 3.08156222888761
"84" 4.16235620644463 3.07119083235009
"85" 3.93082242982977 3.12902497549325
"86" 4.08579966728283 3.0668600505682
"87" 4.12540014216025 3.11908380742434
"88" 3.84062704235525 2.87975428852261
"89" 3.8559035568099 2.99802104422312
"90" 4.05711476236582 2.9843282701168
"91" 3.83959144379988 3.89893662935258
"92" 4.02573042346775 4.06144630488955
"93" 3.89435270719185 4.0507740785342
"94" 4.14151414858723 4.16924298701905
"95" 3.91949095958031 4.05912825869242
"96" 4.05287430109622 3.93564047973175
"97" 4.02193206726676 4.03803372517139
"98" 3.90780983756445 3.89908844756592
"99" 3.78293255056947 3.99804893304697
"100" 3.99408121754788 3.99517792108547
"101" 5.06232338511385 3.0389880489687
"102" 5.07990486181478 3.00879871065798
"103" 5.09408899407278 2.93645347745207
"104" 4.90079082644562 2.94404266978038
"105" 5.02120351521651 3.04436534895037
"106" 5.02378820728756 2.90500962014524
"107" 4.89922366083217 3.07811816178784
"108" 4.92579552478664 3.05689606457233
"109" 5.10822949531553 2.91782857083037
"110" 4.98685002970547 2.97343931486675
"111" 4.88122229835302 3.88141137861915
"112" 4.77976792826766 3.89440970764763
"113" 5.0986337391002 4.14724799344199
"114" 4.94813649336553 4.00557438318378
"115" 5.03273675640808 3.87826825462954
"116" 5.02340570128472 3.99587728663136
"117" 5.00214661388791 3.88716561356798
"118" 4.89960555332523 3.86507224568975
"119" 4.90528539352615 3.97388983769384
"120" 4.96255708049708 4.09534654455048
"121" 6.01286444300466 3.08057287931124
"122" 6.06564675138854 3.02316260107804
"123" 5.88321806352734 2.9010240328318
"124" 5.95393948204939 3.13395857006104
"125" 5.97375600471617 3.02895020345384
"126" 5.87868479315061 3.14789170576813
