"f1" "f2" "label"
"1" -4.53652669083023 -1.31206949927162 1
"2" 1.05185960247834 -4.31703072385777 1
"3" 2.14159683908311 4.90237306976649 1
"4" 3.77395320275339 -2.88560122461236 1
"5" -1.8856914187015 -5.47445841137037 1
"6" 3.50798615557187 4.29167939939104 1
"7" -5.41051917387264 -1.6484245222252 1
"8" 2.2453587857021 -1.87140959185135 1
"9" 2.33883618208978 -1.58462572566312 1
"10" -2.00665140246241 -3.98800331203234 1
"11" 4.33729789216482 -5.40039083953051 1
"12" 0.677395525338007 -4.69099083718871 1
"13" 3.79350741909729 1.49247209514573 1
"14" 4.93803783168006 -0.508859024713175 1
"15" 1.19016955163576 -5.11539658206477 1
"16" 0.0669454330849706 -4.822313271545 1
"17" -1.05455637141527 -3.94340144011535 1
"18" 0.0234610986105923 -3.10694396424262 1
"19" 4.103196639171 1.17023063522078 1
"20" -5.18359973003073 -2.47954553692299 1
"21" 0.455440573903505 -5.21199765926541 1
"22" 4.92014445714352 -2.31226017055802 1
"23" 0.252556343837421 -4.76793981133885 1
"24" 1.68256898891685 5.49825315757474 1
"25" 1.47287652429129 -3.98891598335401 1
"26" -4.11058003640628 -3.89674984109465 1
"27" 2.88181606365961 2.78283431694088 1
"28" 3.77110888338057 -2.74267280044857 1
"29" 4.7212000590667 1.41972067133676 1
"30" -1.8029636255776 -4.81665955866171 1
"31" -3.23494487659886 -3.6758286845083 1
"32" 5.49165067960117 2.18309714697018 1
"33" -2.02252428130073 -4.56876792187445 1
"34" 4.4005573688967 -2.98461594308265 1
"35" 4.69178499118847 3.85742390625046 1
"36" 4.46901968331829 3.26559809911039 1
"37" 4.69972167005742 2.93457625816272 1
"38" 1.89859270020686 -2.2569279418379 1
"39" 4.79842815819821 -0.191439987683231 1
"40" -1.98673455634921 -3.97912619760165 1
"41" -1.59222563757618 -4.50142867442957 1
"42" 2.92914423023844 -4.23983395734659 1
"43" 4.63575005044511 4.2337030000903 1
"44" 3.56298761250696 0.258368882270346 1
"45" 2.58958610683674 3.2653606774065 1
"46" 5.07323879979431 1.36306556423413 1
"47" 5.07828271782077 2.45161271656221 1
"48" 3.97936975533412 0.879196132438315 1
"49" 0.397412439594615 -4.80448726804931 1
"50" 2.82019635414123 -4.53307522574572 1
"51" 5.1751316060957 3.7256554585097 1
"52" -3.40438466518721 -5.00376339233496 1
"53" 3.06247537679563 -0.292420415130355 1
"54" -0.0825022927107249 -5.04282231366401 1
"55" 4.24985945366717 -0.933533650216584 1
"56" -2.28032576896886 -4.9531266313785 1
"57" 2.96088390137512 -3.28803164111009 1
"58" 4.09523984433941 -2.38697813703773 1
